Academic Score,Stream,Technical Skill,Soft Skill,Personality,Interest,Work Style,Career Domain
98.72,Science,Excel,Communication,Ambivert,Teaching,Hybrid,Science Teacher
56.22,Commerce,Power BI,Communication,Extrovert,Analytics,Remote,Business Analyst
51.85,Engineering,Python,Analytical,Extrovert,Automation,Remote,RPA Developer
72.58,Journalism,Web Dev,Communication,Extrovert,Broadcasting,Office,Broadcast Journalist
91.21,Engineering,Python,Creative,Extrovert,Generative AI,Hybrid,GenAI Specialist
95.08,Engineering,Python,Analytical,Ambivert,AI,Remote,Prompt Engineer
87.75,MBA,Excel,Leadership,Extrovert,HR,Remote,HR Manager
59.26,Journalism,Web Dev,Leadership,Extrovert,News,Hybrid,Editor
51.52,Science,Python,Analytical,Introvert,Bioinformatics,Hybrid,Bioinformatics Analyst
99.38,Journalism,UI/UX,Creative,Introvert,Storytelling,Remote,Content Creator
63.22,Commerce,Tally,Team Work,Ambivert,Accounting,Remote,Accountant
90.36,Engineering,Networking,Leadership,Introvert,Cyber Security,Remote,Security Engineer
53.02,Arts,UI/UX,Creative,Ambivert,Design,Office,UI UX Designer
75.26,Engineering,Python,Analytical,Ambivert,Automation,Remote,RPA Developer
80.48,Journalism,Graphics Design,Creative,Extrovert,Marketing,Office,Media Specialist
88.06,Journalism,Graphics Design,Creative,Introvert,Advertising,Office,Creative Director
98.06,Arts,Graphics Design,Communication,Ambivert,Animation,Remote,Animator
70.36,Engineering,Python,Problem Solving,Ambivert,NLP,Office,NLP Engineer
59.41,Arts,Graphics Design,Communication,Extrovert,Animation,Hybrid,Animator
88.77,Arts,Graphics Design,Creative,Ambivert,Gaming,Hybrid,Game Artist
80.7,Journalism,Communication Tools,Communication,Introvert,Media,Hybrid,Journalist
95.49,Science,Python,Analytical,Ambivert,AI,Remote,Research Scientist
84.16,Engineering,Networking,Communication,Ambivert,Infrastructure,Office,System Engineer
97.84,Arts,Graphics Design,Communication,Extrovert,Animation,Hybrid,Animator
65.43,Engineering,Networking,Communication,Ambivert,Infrastructure,Office,System Engineer
99.23,Commerce,Excel,Communication,Extrovert,Insurance,Remote,Insurance Analyst
88.03,Science,Python,Analytical,Extrovert,AI,Hybrid,Research Scientist
78.32,Engineering,Networking,Team Work,Introvert,Networking,Office,Network Engineer
63.37,MBA,SQL,Analytical,Extrovert,Consulting,Hybrid,Business Consultant
79.11,Journalism,Web Dev,Communication,Ambivert,Digital Media,Office,Digital Journalist
73.99,Sports,Excel,Leadership,Extrovert,Sports Marketing,Remote,Sports Marketing Manager
82.81,Journalism,Communication Tools,Communication,Introvert,Media,Office,Journalist
64.25,Science,Python,Leadership,Ambivert,Research,Office,Lab Manager
93.43,Journalism,Graphics Design,Leadership,Extrovert,PR,Office,PR Specialist
73.84,Arts,UI/UX,Problem Solving,Introvert,Product Design,Hybrid,Product Designer
78.02,Journalism,Web Dev,Communication,Ambivert,SEO,Remote,SEO Specialist
63.85,Science,Power BI,Analytical,Extrovert,Analytics,Hybrid,Research Analyst
55.81,Engineering,SQL,Analytical,Ambivert,Business Analytics,Hybrid,BI Analyst
74.73,Sports,Communication,Team Work,Ambivert,Athletics,Hybrid,Trainer
85.84,Journalism,Web Dev,Communication,Introvert,Broadcasting,Office,Broadcast Journalist
91.05,MBA,Power BI,Communication,Extrovert,Finance,Hybrid,Finance Manager
75.68,Science,Maths,Analytical,Extrovert,Statistics,Hybrid,Statistician
99.5,Sports,Communication,Leadership,Ambivert,Coaching,Remote,Coach
83.44,Engineering,Python,Analytical,Ambivert,AI,Hybrid,Data Scientist
71.17,Arts,Web Dev,Communication,Ambivert,Content Creation,Office,Content Designer
99.63,Engineering,Python,Creative,Ambivert,Generative AI,Remote,GenAI Specialist
79.45,Commerce,Power BI,Leadership,Extrovert,Finance,Hybrid,Finance Manager
77.41,MBA,Power BI,Analytical,Extrovert,Business Intelligence,Office,BI Manager
92.83,Engineering,Python,Problem Solving,Introvert,MLOps,Office,MLOps Engineer
95.67,Science,Python,Analytical,Extrovert,Bioinformatics,Office,Bioinformatics Analyst
92.75,Journalism,Web Dev,Communication,Ambivert,Social Media,Office,Social Media Manager
68.17,Engineering,SQL,Analytical,Introvert,Big Data,Hybrid,Data Engineer
91.31,Arts,Web Dev,Communication,Ambivert,Media,Hybrid,Media Designer
51.92,Sports,Analytics,Analytical,Ambivert,Sports Analytics,Office,Sports Analyst
78.81,Engineering,Python,Creative,Ambivert,Computer Vision,Hybrid,CV Engineer
52,Engineering,SQL,Team Work,Extrovert,Database,Hybrid,Database Administrator
67.35,Engineering,Python,Problem Solving,Introvert,ML,Hybrid,ML Engineer
78.29,MBA,SQL,Leadership,Introvert,Business Analytics,Hybrid,Strategy Consultant
86.74,Sports,Analytics,Analytical,Introvert,Sports Analytics,Remote,Sports Analyst
66.75,Commerce,SQL,Analytical,Ambivert,FinTech,Hybrid,FinTech Analyst
83.76,Journalism,Web Dev,Communication,Introvert,Social Media,Hybrid,Social Media Manager
55.99,MBA,Power BI,Leadership,Ambivert,Operations,Office,Operations Manager
88.62,Sports,Analytics,Leadership,Ambivert,Sports Tech,Remote,Sports Technology Analyst
81.02,Engineering,SQL,Analytical,Extrovert,Data Science,Remote,Data Analyst
86.16,Sports,Communication,Leadership,Ambivert,Coaching,Remote,Coach
63.44,Commerce,Tally,Communication,Extrovert,Taxation,Hybrid,Tax Consultant
82.43,Engineering,Web Dev,Analytical,Introvert,Architecture,Hybrid,Backend Developer
79.25,Commerce,Excel,Leadership,Introvert,Investment,Remote,Investment Analyst
74.56,Science,Maths,Analytical,Ambivert,Econometrics,Remote,Quant Analyst
89.28,Engineering,Python,Problem Solving,Introvert,NLP,Hybrid,NLP Engineer
89.72,Arts,Web Dev,Communication,Introvert,Content Creation,Remote,Content Designer
50.02,Arts,Web Dev,Communication,Introvert,Content Creation,Remote,Content Designer
51.14,MBA,SQL,Analytical,Extrovert,Consulting,Hybrid,Business Consultant
51.42,MBA,Excel,Communication,Introvert,Sales,Remote,Sales Manager
89.06,MBA,Excel,Communication,Ambivert,Sales,Office,Sales Manager
85.47,Science,Maths,Problem Solving,Ambivert,Actuarial Science,Hybrid,Actuary
56.66,Engineering,SQL,Analytical,Introvert,Big Data,Office,Data Engineer
68.82,MBA,SQL,Leadership,Ambivert,Business Analytics,Hybrid,Strategy Consultant
66.86,Arts,Graphics Design,Leadership,Extrovert,Branding,Hybrid,Brand Designer
65.77,MBA,Power BI,Communication,Ambivert,Digital Marketing,Office,Digital Marketing Manager
73.68,Sports,Excel,Leadership,Introvert,Sports,Office,Sports Manager
54.33,Sports,Communication,Leadership,Extrovert,Coaching,Remote,Coach
91.13,Engineering,Web Dev,Creative,Extrovert,Design,Remote,Frontend Developer
88.68,Science,Maths,Analytical,Introvert,Econometrics,Office,Quant Analyst
70.78,Engineering,Networking,Analytical,Introvert,Telecom,Office,Telecom Engineer
64.59,MBA,Excel,Communication,Ambivert,Sales,Office,Sales Manager
96.59,Engineering,Python,Analytical,Extrovert,AI,Remote,Data Scientist
87.8,Engineering,Networking,Leadership,Extrovert,Cloud Security,Hybrid,Cloud Security Engineer
82.64,Journalism,Communication Tools,Communication,Introvert,Media,Remote,Journalist
61.17,Engineering,Networking,Leadership,Extrovert,Cloud Security,Remote,Cloud Security Engineer
61.21,Commerce,Power BI,Leadership,Introvert,Finance,Hybrid,Finance Manager
97.26,MBA,Excel,Problem Solving,Ambivert,Supply Chain,Hybrid,Supply Chain Manager
66.23,Commerce,SQL,Analytical,Ambivert,Banking,Remote,Risk Analyst
79.62,Sports,Excel,Leadership,Introvert,Sports Marketing,Remote,Sports Marketing Manager
78,Journalism,UI/UX,Creative,Extrovert,Storytelling,Hybrid,Content Creator
99.63,Science,Maths,Problem Solving,Introvert,Actuarial Science,Hybrid,Actuary
66.86,Commerce,Power BI,Creative,Ambivert,Marketing Analytics,Hybrid,Marketing Analyst
72.91,Journalism,Graphics Design,Creative,Introvert,Marketing,Hybrid,Media Specialist
58.61,Journalism,Web Dev,Communication,Introvert,SEO,Office,SEO Specialist
59.56,Engineering,Python,Problem Solving,Extrovert,DevOps,Remote,DevOps Engineer
71.87,Science,Maths,Analytical,Extrovert,Statistics,Office,Statistician
78.46,Sports,Communication,Team Work,Extrovert,Athletics,Hybrid,Trainer
82.81,Science,Python,Analytical,Introvert,AI,Hybrid,Research Scientist
83.06,Arts,Graphics Design,Communication,Ambivert,Animation,Remote,Animator
50.07,Engineering,Power BI,Communication,Introvert,Analytics,Hybrid,BI Developer
76.78,Engineering,SQL,Team Work,Extrovert,Database,Remote,Database Administrator
91.25,Engineering,Python,Analytical,Introvert,AI,Remote,AI Engineer
69.01,Engineering,Python,Analytical,Introvert,Automation,Remote,RPA Developer
80.77,Arts,UI/UX,Creative,Ambivert,Accessibility,Hybrid,Accessibility Designer
76.23,Arts,Graphics Design,Creative,Extrovert,Design,Remote,Graphic Designer
95.93,Sports,Excel,Leadership,Extrovert,Sports Marketing,Office,Sports Marketing Manager
74.53,Science,Python,Analytical,Ambivert,Bioinformatics,Office,Bioinformatics Analyst
86.7,Commerce,Tally,Communication,Ambivert,Taxation,Hybrid,Tax Consultant
73.54,Journalism,Graphics Design,Creative,Ambivert,Marketing,Office,Media Specialist
60.85,Science,Python,Problem Solving,Introvert,ML,Remote,AI Researcher
72.93,Arts,UI/UX,Creative,Extrovert,Accessibility,Hybrid,Accessibility Designer
89.44,MBA,SQL,Leadership,Extrovert,Business Analytics,Office,Strategy Consultant
97.1,Engineering,SQL,Analytical,Extrovert,Data Science,Remote,Data Analyst
80.84,Science,Maths,Analytical,Introvert,Econometrics,Remote,Quant Analyst
79.86,Engineering,Networking,Communication,Introvert,Infrastructure,Office,System Engineer
91.07,Engineering,Networking,Leadership,Introvert,Cyber Security,Office,Security Engineer
73.68,Arts,Graphics Design,Creative,Introvert,Gaming,Office,Game Artist
57.34,Engineering,Python,Analytical,Ambivert,Automation,Office,RPA Developer
70.61,Arts,Graphics Design,Creative,Extrovert,Illustration,Office,Illustrator
63.21,Engineering,Python,Creative,Ambivert,Computer Vision,Remote,CV Engineer
86.42,Engineering,Web Dev,Communication,Introvert,Web Apps,Hybrid,Full Stack Developer
53.04,Engineering,Python,Analytical,Extrovert,AI,Office,AI Engineer
76.95,MBA,Excel,Leadership,Introvert,Marketing,Remote,Marketing Manager
65.63,Science,Python,Analytical,Ambivert,Quantum Computing,Office,Quantum Researcher
76.12,Commerce,Tally,Team Work,Ambivert,Accounting,Remote,Accountant
58.3,MBA,Power BI,Communication,Extrovert,Digital Marketing,Office,Digital Marketing Manager
54.76,Engineering,SQL,Analytical,Extrovert,Data Science,Hybrid,Data Analyst
87.29,Sports,Analytics,Problem Solving,Introvert,Sports Science,Hybrid,Sports Scientist
73.4,Engineering,C++,Problem Solving,Extrovert,Automotive,Hybrid,Automotive Engineer
82.36,Journalism,Web Dev,Communication,Ambivert,Broadcasting,Hybrid,Broadcast Journalist
97.01,Commerce,SQL,Analytical,Introvert,Banking,Hybrid,Risk Analyst
59.28,Engineering,Python,Analytical,Extrovert,AI,Office,AI Engineer
67.99,Engineering,SQL,Analytical,Ambivert,Business Analytics,Remote,BI Analyst
89.48,Engineering,C++,Analytical,Introvert,Embedded Systems,Office,Embedded Engineer
54.6,MBA,SQL,Leadership,Extrovert,Business Analytics,Hybrid,Strategy Consultant
55.87,Journalism,Web Dev,Communication,Ambivert,Broadcasting,Hybrid,Broadcast Journalist
83.61,Sports,Analytics,Problem Solving,Ambivert,Sports Science,Office,Sports Scientist
91.13,Engineering,SQL,Analytical,Extrovert,Data Science,Remote,Data Analyst
68.54,Science,SQL,Analytical,Introvert,Data Science,Hybrid,Data Analyst
61.92,Engineering,Networking,Leadership,Extrovert,Cyber Security,Office,Security Engineer
59.09,Sports,Analytics,Problem Solving,Introvert,Sports Science,Hybrid,Sports Scientist
88.3,Sports,Excel,Leadership,Ambivert,Sports Marketing,Hybrid,Sports Marketing Manager
57.16,Commerce,SQL,Analytical,Ambivert,FinTech,Hybrid,FinTech Analyst
78.54,Sports,Excel,Team Work,Extrovert,Fitness,Office,Fitness Manager
95.8,MBA,Excel,Problem Solving,Introvert,Supply Chain,Remote,Supply Chain Manager
90.35,MBA,Excel,Leadership,Extrovert,Marketing,Office,Marketing Manager
67.26,Engineering,C++,Problem Solving,Extrovert,Automotive,Remote,Automotive Engineer
61.24,MBA,Excel,Problem Solving,Ambivert,Supply Chain,Office,Supply Chain Manager
97.77,MBA,Excel,Leadership,Ambivert,Marketing,Hybrid,Marketing Manager
76.68,Commerce,SQL,Analytical,Extrovert,Banking,Remote,Risk Analyst
98.23,Engineering,Python,Problem Solving,Introvert,ML,Hybrid,ML Engineer
79.29,Engineering,Python,Problem Solving,Ambivert,MLOps,Office,MLOps Engineer
53.85,MBA,Excel,Communication,Ambivert,Sales,Remote,Sales Manager
70.26,Sports,Excel,Leadership,Ambivert,Event Management,Hybrid,Sports Event Manager
51.26,Engineering,Python,Problem Solving,Introvert,ML,Remote,ML Engineer
56.77,Arts,Web Dev,Communication,Introvert,Media,Remote,Media Designer
60.79,MBA,Power BI,Communication,Ambivert,Digital Marketing,Remote,Digital Marketing Manager
77.79,Engineering,C++,Analytical,Introvert,Embedded Systems,Office,Embedded Engineer
73.95,MBA,SQL,Leadership,Ambivert,Business Analytics,Office,Strategy Consultant
76.58,Arts,UI/UX,Creative,Introvert,Accessibility,Remote,Accessibility Designer
75.62,Science,Excel,Communication,Introvert,Teaching,Hybrid,Science Teacher
83.15,Engineering,Web Dev,Creative,Ambivert,Design,Hybrid,Frontend Developer
73.74,Commerce,Excel,Communication,Introvert,Insurance,Hybrid,Insurance Analyst
67.78,Science,Maths,Analytical,Introvert,Statistics,Hybrid,Statistician
74.72,Science,Python,Analytical,Ambivert,Quantum Computing,Hybrid,Quantum Researcher
80.09,MBA,Excel,Leadership,Introvert,HR,Remote,HR Manager
87.41,Journalism,Graphics Design,Creative,Extrovert,Advertising,Remote,Copywriter
82.02,Science,Maths,Problem Solving,Introvert,Actuarial Science,Hybrid,Actuary
84.49,MBA,Excel,Leadership,Ambivert,HR,Remote,HR Manager
83.2,Arts,Graphics Design,Creative,Extrovert,Gaming,Remote,Game Artist
57.47,Commerce,Excel,Analytical,Introvert,Finance,Hybrid,Financial Analyst
71.31,MBA,Power BI,Leadership,Ambivert,Operations,Office,Operations Manager
70.68,Engineering,Networking,Analytical,Ambivert,Telecom,Hybrid,Telecom Engineer
68.8,Engineering,Power BI,Communication,Ambivert,Analytics,Hybrid,BI Developer
90.82,Journalism,Graphics Design,Creative,Ambivert,Marketing,Office,Media Specialist
53.66,Arts,Web Dev,Communication,Ambivert,Media,Office,Media Designer
79.12,Sports,Analytics,Communication,Extrovert,Performance,Office,Performance Analyst
85.51,Commerce,Power BI,Analytical,Extrovert,Business Intelligence,Hybrid,BI Consultant
51.5,Journalism,Communication Tools,Communication,Extrovert,Media,Office,Journalist
63,Sports,Analytics,Problem Solving,Ambivert,Sports Science,Hybrid,Sports Scientist
98.65,Journalism,Communication Tools,Communication,Ambivert,Media,Office,Journalist
69.05,Science,Python,Problem Solving,Extrovert,ML,Remote,AI Researcher
91.18,Sports,Communication,Creative,Extrovert,Commentary,Remote,Sports Broadcaster
73.42,Sports,Analytics,Communication,Extrovert,Performance,Remote,Performance Analyst
78.62,Engineering,Python,Problem Solving,Ambivert,NLP,Hybrid,NLP Engineer
88.93,MBA,Power BI,Leadership,Introvert,Operations,Office,Operations Manager
73.23,MBA,Power BI,Communication,Extrovert,Finance,Office,Finance Manager
55.75,Engineering,Python,Problem Solving,Ambivert,MLOps,Office,MLOps Engineer
50.88,Science,Maths,Problem Solving,Extrovert,Actuarial Science,Office,Actuary
75.94,Sports,Communication,Leadership,Extrovert,Coaching,Remote,Coach
84.18,Science,Python,Leadership,Extrovert,Research,Office,Lab Manager
94.13,Arts,UI/UX,Creative,Ambivert,Accessibility,Hybrid,Accessibility Designer
96.86,Arts,Graphics Design,Leadership,Extrovert,Branding,Hybrid,Brand Designer
52.13,Engineering,Python,Analytical,Ambivert,Automation,Remote,RPA Developer
87.87,Science,Maths,Creative,Extrovert,Physics,Office,Research Associate
80.96,MBA,Power BI,Leadership,Introvert,Operations,Office,Operations Manager
67.15,Engineering,SQL,Analytical,Extrovert,Business Analytics,Hybrid,BI Analyst
98.87,Journalism,Web Dev,Leadership,Ambivert,News,Remote,Editor
50.18,Arts,UI/UX,Analytical,Ambivert,User Research,Hybrid,UX Researcher
69.86,Sports,Analytics,Leadership,Ambivert,Sports Tech,Office,Sports Technology Analyst
73.01,Commerce,Power BI,Analytical,Introvert,Business Intelligence,Remote,BI Consultant
72.29,Engineering,Python,Problem Solving,Extrovert,MLOps,Office,MLOps Engineer
78.79,Journalism,Web Dev,Communication,Extrovert,Broadcasting,Remote,Broadcast Journalist
65.65,Journalism,Web Dev,Communication,Introvert,SEO,Remote,SEO Specialist
74.16,Arts,Graphics Design,Creative,Introvert,Illustration,Office,Illustrator
53.52,Science,Python,Analytical,Extrovert,Quantum Computing,Remote,Quantum Researcher
90.19,Engineering,Networking,Leadership,Extrovert,Cloud Security,Office,Cloud Security Engineer
55.66,Commerce,Excel,Analytical,Extrovert,Finance,Remote,Financial Analyst
91.71,Journalism,Graphics Design,Leadership,Extrovert,PR,Remote,PR Specialist
80.07,Arts,UI/UX,Analytical,Extrovert,User Research,Hybrid,UX Researcher
99.26,Commerce,Excel,Leadership,Introvert,Investment,Office,Investment Analyst
94.6,Sports,Communication,Leadership,Introvert,Coaching,Remote,Coach
67.93,Sports,Communication,Creative,Ambivert,Commentary,Remote,Sports Broadcaster
82.68,Sports,Communication,Leadership,Introvert,Coaching,Remote,Coach
53.33,Engineering,Python,Analytical,Extrovert,AI,Hybrid,Prompt Engineer
79.22,Sports,Excel,Leadership,Extrovert,Sports,Hybrid,Sports Manager
75.61,Science,Python,Problem Solving,Extrovert,ML,Remote,AI Researcher
94.19,Engineering,Python,Problem Solving,Extrovert,MLOps,Office,MLOps Engineer
95.62,Arts,UI/UX,Creative,Ambivert,Design,Hybrid,UI UX Designer
99.75,MBA,Power BI,Communication,Introvert,Digital Marketing,Office,Digital Marketing Manager
92.65,Sports,Excel,Leadership,Ambivert,Sports,Remote,Sports Manager
80.51,Engineering,Web Dev,Analytical,Introvert,Architecture,Hybrid,Backend Developer
77.42,MBA,SQL,Analytical,Extrovert,Consulting,Hybrid,Business Consultant
76.81,Science,Python,Analytical,Ambivert,AI,Hybrid,Research Scientist
56.58,Engineering,C++,Problem Solving,Introvert,Automotive,Hybrid,Automotive Engineer
72.5,Journalism,Web Dev,Communication,Introvert,Social Media,Hybrid,Social Media Manager
94.94,Engineering,Python,Problem Solving,Introvert,NLP,Hybrid,NLP Engineer
98.35,Commerce,Power BI,Communication,Extrovert,Analytics,Office,Business Analyst
